name,CAS,LF,Standard,Dyetype,class,properties
Name:C.I.Acid Green 43,CAS Registry Number:12219-88-4,5,ISO,AcidDye,"Molecular Structure:  Single azo,Metal Complexes","Properties and Applications: Dark green. Gray powder, water solution is green. Slightly soluble in ethanol and soluble fiber element, insoluble in acetone, carbon tetrachloride, benzene, pottery, special solvent. The strong sulfuric acid for yellow olive, diluted into purple. Used for wool, nylon, silk and dyed PVA can also be used for wool, silk and nylon fabric printing, but also for leather dyeing."
"Name:C.I.Acid Green 42,C.I.62575",CAS Registry Number:6425-06-5,3-4,ISO,AcidDye,Molecular Structure:  anthraquinones,"Properties and Applications: dark green. Soluble in alcohol. The strong sulfuric acid for blue-ray green, diluted to green."
"Name:C.I.Acid Green 41,C.I.62560",CAS Registry Number:4430-16-4,3,ISO,AcidDye,Molecular Structure:  anthraquinones,"Properties and Applications: green. Green black powder. Soluble in acetone, ethanol, soluble fiber element, o-chlorophenol and pyridine, insoluble in benzene, carbon tetrachloride, chloroform and toluene. Meet strong sulfuric acid is green, diluted into a green light. In insurance powder in the alkaline solution to red. Used for wool, silk and wool fabric dyeing and printing, also can be used for paper color, can also be used in organic pigments. Mainly used for loose hair, tops and yarn, generally used alone."
Name:C.I.Acid Green 40,CAS Registry Number:12219-87-3,3-4,ISO,AcidDye,Molecular Structure:  anthraquinones,Properties and Applications: blue light green.
"Name:C.I.Acid Green 38,C.I.62550",CAS Registry Number:6424-97-1,3,ISO,AcidDye,Molecular Structure:  anthraquinones,"Properties and Applications: green. Slightly soluble in alcohol. In the dark for the strong sulfuric acid, diluted to green."
"Name:C.I.Acid Green 37,C.I.62515",CAS Registry Number:6424-94-8,3,ISO,AcidDye,Molecular Structure:  anthraquinones,"Properties and Applications: bright blue light green. Soluble in alcohol. The strong sulfuric acid to dim brown, diluted into dim green light blue."
"Name:C.I.Acid Green 36,C.I.61595",CAS Registry Number:1324-82-9,4,ISO,AcidDye,Molecular Structure:  anthraquinones,Properties and Applications: dark green.
"Name:C.I.Acid Green 35,C.I.13361",CAS Registry Number:10241-27-7,4,ISO,AcidDye,"Molecular Structure:  Single azo,Metal Complexes",Properties and Applications: dark blue light green. Soluble in water for SAP green. In water solution to join sodium hydroxide discoloration.
"Name:C.I.Acid Green 34,C.I.27520",CAS Registry Number:8015-02-9,5,ISO,AcidDye,Molecular Structure:  Double azo class,"Properties and Applications: dark blue light green. Soluble in water for dark, and adequate soluble in ethanol to blue. The strong sulfuric acid in turquoise, diluted into purple. In water solution to join strong hydrochloric acid for violet black; Add thick sodium hydroxide solution for dark."
"Name:C.I.Acid Green 33,C.I.33545",CAS Registry Number:6487-06-5,4,ISO,AcidDye,Molecular Structure:  trisazo class,"Properties and Applications: dark blue light green. Soluble in water, slightly soluble in ethanol and acetone, hardly soluble in benzene. The strong sulfuric acid for blue-ray green, diluted for blue-ray still green. In an aqueous solution of concentrated sodium hydroxide solution was added to gray light blue."
Name:C.I.Acid Green 28,CAS Registry Number:12217-29-7,3-4,ISO,AcidDye,Molecular Structure:  anthraquinones,"Properties and Applications: blue. Used in mulberry silk, polyamide, wool fabric and the tussah dyeing and printing, but also can be used for leather dyeing."
"Name:C.I.Acid Green 27,C.I.61580",CAS Registry Number:6408-57-7,3-4,ISO,AcidDye,Molecular Structure:  anthraquinones,Properties and Applications: blue light green.
"Name:C.I.Acid Green 25,C.I.61570",CAS Registry Number:4403-90-1,3,ISO,AcidDye,Molecular Structure:  anthraquinones,"Properties and Applications: blue light green. Green powder. Soluble in water, no solution at room temperature gather the tendency. Soluble in o-chlorophenol, slightly soluble in acetone, ethanol, Pyridine, insoluble in chloroform, toluene. The strong sulfuric acid dyes shows blackish green color, diluted Tracy turn blue; In nitric acid are brown. The little blue water solution, and a blue hydrochloric acid; Add sodium hydroxide is blue light green. Used for wool, polyamide, silk and their blended fabric dyeing and printing. Can also be used in leather, paper, cosmetics, soap, wood, electrical-controlled aluminum and biological color."
"Name:C.I.Acid Green 22,C.I.42170",CAS Registry Number:5863-51-4,3,ISO,AcidDye,Molecular Structure:  triarylmethane class,"Properties and Applications:  green. Soluble in water and alcohol leaves green. The strong sulfuric acid is palm in light yellow, diluted into gold. Its water solution and sodium hydroxide have green precipitation."
"Name:C.I.Acid Green 20,C.I.20495",CAS Registry Number:5850-39-5,3,ISO,AcidDye,Molecular Structure:  Double azo class,"Properties and Applications: dark blue light green green light to dark. Dark green light to black powder. Soluble in water and soluble fiber element, slightly soluble in alcohol, insoluble in other organic solvents. Dyes in 10% of sodium hydroxide solution for purple solution; The strong sulfuric acid for blue-ray green, diluted into blue, precipitation; In nitric acid solution for brown. The water solution is dark blue light green, add thick sodium hydroxide solution to purple. This product is suitable for the wool, silk, wool blended fabric, polyamide fiber of dyeing and printing, also suitable for leather and paper color."
"Name:C.I.Acid Green 19,C.I.20440",CAS Registry Number:5850-34-0,3,ISO,AcidDye,Molecular Structure:  Double azo class,"Properties and Applications: Dark blue light green. Soluble in water for blue light green, and partly dissolved in ethanol. The strong sulfuric acid for blue-ray black, diluted change to blue. The dye solution to join strong hydrochloric acid for blue-ray green; Add thick sodium hydroxide solution for red light blue."
"Name:C.I.Acid Green 16,C.I.44025",CAS Registry Number:12768-78-4,3,ISO,AcidDye,Molecular Structure:  triarylmethane class,"Properties and Applications: green. Variegated dark green powder. Soluble in water is blue light green, soluble in ethanol is green. Meet strong sulfuric acid as yellow brown, diluted for yellow. Mainly used for wool, silk dyeing and printing, suitable for wool fabric dyed dark. High dye migration sex and good permeability, applicable to the piece dyed."
"Name:C.I.Acid Green 15,C.I.42105",CAS Registry Number:6362-40-9,3,AATCC,AcidDye,Molecular Structure:  triarylmethane class,"Properties and Applications: bright green. Soluble in cold water and hot water. The strong sulfuric acid for orange brown, diluted into yellow, and the yellow-green precipitation. In aqueous solution sodium hydroxide solution to become more yellow."
"Name:C.I.Acid Green 14,C.I.42047",CAS Registry Number:4616-28-0,2-3,AATCC,AcidDye,Molecular Structure:  triarylmethane class,"Properties and Applications: green. Soluble in water for blue light green, soluble in ethanol for blue-ray green to blue gems. The strong sulfuric acid for yellow to lemon yellow, diluted into light lemon yellow. In water solution to join strong sodium hydroxide solution for pale blue light green, and the emergence of precipitation."
"Name:C.I.Acid Green 13,C.I.42046",CAS Registry Number:6416-27-9,2-3,ISO,AcidDye,Molecular Structure:  triarylmethane class,"Properties and Applications: blue light green. Soluble in water and alcohol blue gems. The strong sulfuric acid for olive yellow, diluted in a green. In water solution to join sodium hydroxide discoloration."
"Name:C.I.Acid Green 12,C.I.13425",CAS Registry Number:10241-21-1,3-4,ISO,AcidDye,"Molecular Structure:  Single azo,Metal Complexes","Properties and Applications:  blue light green. Variegated dark green powder. Soluble in water and ethanol (a green), slightly soluble in soluble fiber element. Meet strong sulfuric acid is blue light red, it will be diluted from blue to green solution. Its water solution meet 10% sodium hydroxide solution without change color. Used for wool, silk and polyamide fiber of dyeing and printing, also used in leather, paper dyeing and electrochemical aluminum color. Especially for the influential wool carpet and color."
"Name:C.I.Acid Green 11,C.I.42038",CAS Registry Number:66505-31-3,3,ISO,AcidDye,Molecular Structure:  triarylmethane class,"Properties and Applications: bright blue light green. Soluble in cold water, soluble in hot water for blue light green, soluble in alcohol. The strong sulfuric acid for yellow red, diluted into green light blue by colorless. In water solution to join sodium hydroxide heating to colorless."
"Name:C.I.Acid Green 9,C.I.42100",CAS Registry Number:4857-81-2,2,ISO,AcidDye,Molecular Structure:  triarylmethane class,"Properties and Applications: bright blue light green. The appearance is deep yellow powder. Soluble in cold water and hot water, soluble in ethanol turquoise blue. The strong sulfuric acid dyes to orange, dilute to yellow. The water solution is green, add sodium hydroxide to olive green, the precipitation for dark brown. White wine.green, dyeing copper ions in color shade darker and darker color iron ion in yellow. This product used for wool, silk, polyamide, viscose, wool blended fabric dyeing and printing, also can be used for paper, leather, cosmetics and biological color."
"Name:C.I.Acid Green 8,C.I.42050",CAS Registry Number:4616-29-1,3,ISO,AcidDye,Molecular Structure:  triarylmethane class,"Properties and Applications: bright green. Soluble in water and ethanol for blue light green. The strong sulfuric acid is light in lemon yellow, diluted for deep lemon yellow. In water solution to join sodium hydroxide for cloudy turquoise, and accompanied by precipitation"
"Name:C.I.Acid Green 7,C.I.42055",CAS Registry Number:21973-92-2,2-3,ISO,AcidDye,Molecular Structure:  triarylmethane class,"Properties and Applications: bright blue light green. Soluble in water, but soluble in ethanol."
"Name:C.I.Acid Green 6,C.I.42075",CAS Registry Number:6362-37-4,1,ISO,AcidDye,Molecular Structure:  triarylmethane class,"Properties and Applications: bright green. Soluble in water are blue-green, hardly soluble in alcohol. The strong sulfuric acid for golden brown, diluted to green. In water solution to join sodium hydroxide to colorless, there are dark purple precipitation."
"Name:C.I.Acid Green 5,C.I.42095",CAS Registry Number:5141-20-8,1-2,ISO,AcidDye,Molecular Structure:  triarylmethane class,"Properties and Applications: green. SAP green powder. Easy to dissolve in water (a blue light green), and very difficult to soluble in alcohol. Strong sulfuric acid in orange, yellow is diluted. Dye with sodium hydroxide solution nearly colorless, has the purple precipitation."
"Name:C.I.Acid Green 4,C.I.410025",CAS Registry Number:25424-72-0,3,ISO,AcidDye,Molecular Structure:  nitroso class,"Properties and Applications:  yellow light green. Soluble in water for yellow-green solution. The strong sulfuric acid for yellow brown, after dilution is yellow, with Potassium ferricyanide blue precipitation. In water solution to join sodium hydroxide don’t change color."
"Name:C.I.Acid Green 3,C.I.42085",CAS Registry Number:4680-78-8,1,ISO,AcidDye,Molecular Structure:  triarylmethane class,"Properties and Applications: bright green. Soluble in water for the green, soluble in ethanol for blue light green. The strong sulfuric acid for lemon yellow, diluted to green. The dye solution is to join sodium hydroxide to colorless."
"Name:C.I.Acid Green 2,C.I.18775",CAS Registry Number:13194-92-8,3-4,ISO,AcidDye,Molecular Structure:  Single azo class,"Properties and Applications: green. Soluble in water for the green. The strong sulfuric acid for yellow, red brown after diluted precipitation. In water solution to join hydrochloric acid, appear red brown precipitation; Add sodium hydroxide discoloration."
"Name:C.I.Acid Green 1,C.I.10020",CAS Registry Number:19381-50-1,3,ISO,AcidDye,Molecular Structure:  nitroso class,"Properties and Applications:  Yellow green. Green powder, to sunlight (infrared light) has excellent absorption and excellent light fastness, in a saturated salt solution in a good solubility and stability. Often in the water as yellow green. Case of concentrated sulfuric acid was yellow brown, diluted yellow. Its aqueous sodium hydroxide as blue green. Mainly used in solar salt industry and wool, silk and nylon fabric dyeing and printing, can also be used for leather dyeing."
